0.0	-411771.0
1000.0000149011612	-411771.0
2000.0000298023224	-411771.0
3000.0000447034836	-411771.0
4000.000059604645	-411771.0
5000.000074505806	-411771.0
6000.000089406967	-411771.0
7000.000104308128	-411771.0
8000.00011920929	-411771.0
9000.00013411045	-411771.0
10000.000149011612	-411771.0
11000.000163912773	-411771.0
12000.000178813934	-411771.0
13000.000193715096	-411771.0
14000.000208616257	-411771.0
15000.000223517418	-411771.0
16000.00023841858	-411771.0
17000.00025331974	-411771.0
18000.0002682209	-411771.0
19000.000283122063	-411771.0
20000.000298023224	-411771.0
21000.000312924385	-411771.0
22000.000327825546	-411771.0
23000.000342726707	-411771.0
24000.00035762787	-411771.0
25000.00037252903	-411771.0
26000.00038743019	-411771.0
27000.000402331352	-411771.0
28000.000417232513	-411771.0
29000.000432133675	-411771.0
30000.000447034836	-411771.0
31000.000461935997	-411771.0
32000.00047683716	-411771.0
33000.00049173832	-411771.0
34000.00050663948	-411771.0
35000.00052154064	-411771.0
36000.0005364418	-411771.0
37000.000551342964	-411771.0
38000.000566244125	-411771.0
39000.00058114529	-411771.0
40000.00059604645	-411771.0
41000.00061094761	-411771.0
42000.00062584877	-411771.0
43000.00064074993	-411771.0
44000.00065565109	-411771.0
45000.000670552254	-411771.0
46000.000685453415	-411771.0
47000.000700354576	-411771.0
48000.00071525574	-411771.0
49000.0007301569	-411771.0
50000.00074505806	-411771.0
51000.00075995922	-411771.0
52000.00077486038	-411771.0
53000.00078976154	-411771.0
54000.000804662704	-411771.0
55000.000819563866	-411771.0
56000.00083446503	-411771.0
57000.00084936619	-411771.0
58000.00086426735	-411771.0
59000.00087916851	-411771.0
60000.00089406967	-411771.0
61000.00090897083	-411771.0
62000.000923871994	-411771.0
63000.000938773155	-411771.0
64000.00095367432	-411771.0
65000.00096857548	-411771.0
66000.00098347664	-411771.0
67000.0009983778	-411771.0
68000.00101327896	-411771.0
69000.00102818012	-411771.0
70000.00104308128	-411771.0
71000.00105798244	-411771.0
72000.0010728836	-411735.6
73000.00108778477	-411423.1
74000.00110268593	-411110.6
75000.00111758709	-410798.1
76000.00113248825	-410485.6
77000.00114738941	-410173.1
78000.00116229057	-409860.6
79000.00117719173	-409548.1
80000.0011920929	-409235.6
81000.00120699406	-408923.1
82000.00122189522	-408610.6
83000.00123679638	-408298.1
84000.00125169754	-407985.6
85000.0012665987	-407673.1
86000.00128149986	-407360.6
87000.00129640102	-407048.1
88000.00131130219	-406735.6
89000.00132620335	-406423.1
90000.00134110451	-406110.6
91000.00135600567	-405798.1
92000.00137090683	-405485.6
93000.00138580799	-405173.1
94000.00140070915	-404860.6
95000.00141561031	-404548.1
